zone,year_month,datestring
P71,200901,111
P71,200902,104
P71,200903,82
P71,200904,16
P71,200905,14
P71,200906,25
P71,200907,80
P71,200908,77
P71,200909,95
P71,200910,153
P71,200911,253
P71,200912,206
P71,201001,331
P71,201002,243
P71,201003,395
P71,201004,62
P71,201005,364
P71,201006,374
P71,201007,212
P71,201008,307
P71,201009,250
P71,201010,294
P71,201011,274
P71,201012,257
P71,201101,306
P71,201102,305
P71,201103,413
P71,201104,414
P71,201105,538
P71,201106,555
P71,201107,528
P71,201108,464
P71,201109,547
P71,201110,468
P71,201111,514
P71,201112,550
P71,201201,427
P71,201202,543
P71,201203,476
P71,201204,400
P71,201205,515
P71,201206,516
P71,201207,520
P71,201208,479
P71,201209,485
P71,201210,533
P71,201211,399
P71,201212,459
P71,201301,515
P71,201302,459
P71,201303,491
P71,201304,562
P71,201305,554
P71,201306,534
P71,201307,540
P71,201308,479
P71,201309,435
P71,201310,517
P71,201311,467
P71,201312,495
P71,201401,492
P71,201402,474
P71,201403,483
P71,201404,534
P71,201405,548
P71,201406,501
P71,201407,506
P71,201408,435
P71,201409,393
P71,201410,362
P71,201411,328
P71,201412,381
P71,201501,382
P71,201502,330
P71,201503,292
P71,201504,349
P71,201505,348
P71,201506,310
P71,201507,325
P71,201508,338
P71,201509,285
P71,201510,170
P71,201511,177
P71,201512,208
P71,201601,70
P71,201602,113
P71,201603,88
P71,201604,127
P71,201605,125
P71,201606,37
P71,201803,41
P71,201804,152
P71,201805,153
P71,201806,16
P71,201807,92
P71,201808,166
P71,201809,120
P71,201810,155
P71,201811,128
P71,201812,127
P71,201901,155
P71,201902,183
P71,201903,156
P71,201904,169
P71,201905,168
P71,201906,129
P71,201907,143
P71,201908,28
P71,201910,13
P71,201912,4
P71,202001,32
P71,202002,41
P71,202003,108
P71,202004,63
P73,200705,2
P73,200706,2
P73,200708,3
P73,200710,14
P73,200711,33
P73,200712,33
P73,200801,11
P73,200802,23
P73,200803,63
P73,200804,86
P73,200805,75
P73,200806,55
P73,200807,82
P73,200808,78
P73,200809,188
P73,200810,152
P73,200811,30
P73,200812,143
P73,200901,151
P73,200902,168
P73,200903,134
P73,200904,19
P73,200905,104
P73,200906,138
P73,200907,173
P73,200908,200
P73,200909,194
P73,200910,253
P73,200911,328
P73,200912,353
P73,201001,371
P73,201002,390
P73,201003,294
P73,201004,13
P73,201005,114
P73,201006,67
P73,201011,3
P73,201012,4
P73,201103,204
P73,201104,308
P73,201105,286
P73,201106,412
P73,201107,493
P73,201108,397
P73,201109,432
P73,201110,321
P73,201111,291
P73,201112,457
P73,201201,483
P73,201202,473
P73,201203,441
P73,201204,355
P73,201205,519
P73,201206,391
P73,201207,566
P73,201208,357
P73,201209,442
P73,201210,524
P73,201211,343
P73,201212,412
P73,201301,490
P73,201302,428
P73,201303,454
P73,201304,457
P73,201305,536
P73,201306,469
P73,201307,482
P73,201308,344
P73,201309,390
P73,201310,408
P73,201311,381
P73,201312,532
P73,201401,503
P73,201402,497
P73,201403,463
P73,201404,338
P73,201405,544
P73,201406,492
P73,201407,445
P73,201408,307
P73,201409,402
P73,201410,425
P73,201411,383
P73,201412,421
P73,201501,367
P73,201502,333
P73,201503,252
P73,201504,331
P73,201505,256
P73,201506,240
P73,201507,217
P73,201508,237
P73,201509,172
P73,201510,34
P73,201511,101
P73,201512,116
P73,201601,67
P73,201602,71
P73,201603,40
P73,201604,89
P73,201605,116
P73,201606,28
P73,201612,62
P73,201701,74
P73,201702,90
P73,201803,58
P73,201804,85
P73,201805,97
P73,201806,56
P73,201807,52
P73,201808,72
P73,201809,81
P73,201810,116
P73,201811,32
P73,201812,74
P73,201901,107
P73,201902,59
P73,201903,107
P73,201904,58
P73,201905,61
P73,201910,14
P73,201912,14
P73,202001,12
P73,202002,15
P73,202003,56
P73,202004,35
P75,200408,2
P75,200412,1
P75,200501,13
P75,200502,2
P75,200503,10
P75,200504,48
P75,200505,104
P75,200506,95
P75,200507,86
P75,200508,127
P75,200509,135
P75,200510,130
P75,200511,104
P75,200512,92
P75,200601,135
P75,200602,129
P75,200603,141
P75,200604,163
P75,200605,191
P75,200606,150
P75,200607,157
P75,200608,165
P75,200609,127
P75,200610,188
P75,200611,177
P75,200612,189
P75,200701,144
P75,200702,186
P75,200703,215
P75,200704,225
P75,200705,242
P75,200706,236
P75,200707,162
P75,200708,197
P75,200709,220
P75,200710,235
P75,200711,252
P75,200712,266
P75,200801,181
P75,200802,142
P75,200803,205
P75,200804,245
P75,200805,254
P75,200806,241
P75,200807,261
P75,200808,275
P75,200809,299
P75,200810,316
P75,200811,82
P75,200812,321
P75,200901,344
P75,200902,239
P75,200903,303
P75,200904,286
P75,200905,242
P75,200906,309
P75,200907,341
P75,200908,387
P75,200909,336
P75,200910,329
P75,200911,370
P75,200912,417
P75,201001,465
P75,201002,485
P75,201003,488
P75,201004,67
P75,201005,427
P75,201006,499
P75,201007,466
P75,201008,548
P75,201009,520
P75,201010,457
P75,201011,465
P75,201012,457
P75,201101,476
P75,201102,332
P75,201103,542
P75,201104,502
P75,201105,653
P75,201106,648
P75,201107,734
P75,201108,666
P75,201109,635
P75,201110,559
P75,201111,607
P75,201112,662
P75,201201,615
P75,201202,580
P75,201203,580
P75,201204,567
P75,201205,661
P75,201206,643
P75,201207,627
P75,201208,643
P75,201209,606
P75,201210,634
P75,201211,557
P75,201212,553
P75,201301,564
P75,201302,556
P75,201303,460
P75,201304,567
P75,201305,549
P75,201306,524
P75,201307,566
P75,201308,481
P75,201309,457
P75,201310,616
P75,201311,625
P75,201312,643
P75,201401,573
P75,201402,548
P75,201403,579
P75,201404,588
P75,201405,604
P75,201406,598
P75,201407,517
P75,201408,498
P75,201409,349
P75,201410,376
P75,201411,273
P75,201412,373
P75,201501,398
P75,201502,360
P75,201503,323
P75,201504,324
P75,201505,302
P75,201506,247
P75,201507,254
P75,201508,256
P75,201509,229
P75,201510,100
P75,201511,91
P75,201512,133
P75,201601,63
P75,201602,47
P75,201603,69
P75,201604,118
P75,201605,114
P75,201606,17
P75,201610,53
P75,201611,110
P75,201612,65
P75,201701,60
P75,201702,77
P75,201703,7
P75,201711,19
P75,201712,82
P75,201801,79
P75,201802,30
P75,201803,6
P75,201804,15
P75,201805,5
P75,201806,1
P75,201810,3
P75,201811,5
P75,201812,12
P75,201901,36
P75,201902,10
P75,201903,12
P75,201904,18
P75,201910,14
P75,201911,10
P75,201912,20
P75,202001,18
P75,202002,18
P75,202003,79
P75,202004,50
P77,200501,20
P77,200502,32
P77,200503,18
P77,200504,55
P77,200505,190
P77,200506,201
P77,200507,176
P77,200508,205
P77,200509,184
P77,200510,239
P77,200511,194
P77,200512,223
P77,200601,238
P77,200602,257
P77,200603,285
P77,200604,357
P77,200605,344
P77,200606,250
P77,200607,318
P77,200608,397
P77,200609,267
P77,200610,330
P77,200611,323
P77,200612,262
P77,200701,340
P77,200702,390
P77,200703,544
P77,200704,485
P77,200705,502
P77,200706,417
P77,200707,347
P77,200708,383
P77,200709,458
P77,200710,501
P77,200711,488
P77,200712,368
P77,200801,350
P77,200802,291
P77,200803,409
P77,200804,370
P77,200805,385
P77,200806,444
P77,200807,471
P77,200808,504
P77,200809,519
P77,200810,499
P77,200811,122
P77,200812,379
P77,200901,453
P77,200902,358
P77,200903,400
P77,200904,466
P77,200905,259
P77,200906,334
P77,200907,375
P77,200908,443
P77,200909,388
P77,200910,399
P77,200911,439
P77,200912,502
P77,201001,546
P77,201002,484
P77,201003,536
P77,201004,495
P77,201005,467
P77,201006,466
P77,201007,489
P77,201008,393
P77,201009,540
P77,201010,526
P77,201011,412
P77,201012,505
P77,201101,510
P77,201102,319
P77,201103,522
P77,201104,461
P77,201105,570
P77,201106,569
P77,201107,583
P77,201108,539
P77,201109,525
P77,201110,471
P77,201111,420
P77,201112,561
P77,201201,604
P77,201202,582
P77,201203,534
P77,201204,537
P77,201205,606
P77,201206,587
P77,201207,603
P77,201208,617
P77,201209,560
P77,201210,611
P77,201211,485
P77,201212,407
P77,201301,560
P77,201302,496
P77,201303,478
P77,201304,484
P77,201305,504
P77,201306,486
P77,201307,490
P77,201308,490
P77,201309,481
P77,201310,553
P77,201311,496
P77,201312,556
P77,201401,470
P77,201402,472
P77,201403,458
P77,201404,552
P77,201405,532
P77,201406,458
P77,201407,461
P77,201408,397
P77,201409,417
P77,201410,435
P77,201411,353
P77,201412,393
P77,201501,330
P77,201502,338
P77,201503,311
P77,201504,300
P77,201505,335
P77,201506,243
P77,201507,225
P77,201508,201
P77,201509,204
P77,201510,108
P77,201511,81
P77,201512,120
P77,201601,46
P77,201602,73
P77,201603,47
P77,201604,61
P77,201605,73
P77,201606,15
P77,201610,40
P77,201611,43
P77,201612,4
P77,201711,14
P77,201712,66
P77,201801,82
P77,201802,41
P77,201805,4
P77,201806,21
P77,201807,22
P77,201808,4
P77,201903,17
P77,201904,11
P77,201907,4
P77,201910,8
P77,201911,13
P77,201912,9
P77,202001,12
P77,202002,13
P77,202003,56
P77,202004,43
P81,200501,3
P81,200502,10
P81,200503,4
P81,200504,31
P81,200505,78
P81,200506,135
P81,200507,113
P81,200508,145
P81,200509,168
P81,200510,191
P81,200511,146
P81,200512,138
P81,200601,195
P81,200602,193
P81,200603,258
P81,200604,304
P81,200605,293
P81,200606,299
P81,200607,268
P81,200608,230
P81,200609,161
P81,200610,322
P81,200611,297
P81,200612,316
P81,200701,314
P81,200702,385
P81,200703,504
P81,200704,482
P81,200705,542
P81,200706,467
P81,200707,557
P81,200708,554
P81,200709,498
P81,200710,578
P81,200711,603
P81,200712,416
P81,200801,499
P81,200802,316
P81,200803,441
P81,200804,421
P81,200805,440
P81,200806,466
P81,200807,540
P81,200808,592
P81,200809,358
P81,200810,330
P81,200811,98
P81,200812,345
P81,200901,345
P81,200902,255
P81,200903,356
P81,200904,360
P81,200905,217
P81,200906,293
P81,200907,284
P81,200908,339
P81,200909,296
P81,200910,353
P81,200911,359
P81,200912,421
P81,201001,433
P81,201002,414
P81,201003,476
P81,201004,440
P81,201005,390
P81,201006,393
P81,201007,414
P81,201008,480
P81,201009,548
P81,201010,516
P81,201011,451
P81,201012,497
P81,201101,511
P81,201102,317
P81,201103,467
P81,201104,379
P81,201105,332
P81,201106,433
P81,201107,544
P81,201108,457
P81,201109,435
P81,201110,416
P81,201111,503
P81,201112,627
P81,201201,654
P81,201202,575
P81,201203,546
P81,201204,591
P81,201205,637
P81,201206,571
P81,201207,661
P81,201208,602
P81,201209,557
P81,201210,605
P81,201211,520
P81,201212,496
P81,201301,544
P81,201302,454
P81,201303,425
P81,201304,489
P81,201305,410
P81,201306,471
P81,201307,486
P81,201308,370
P81,201309,386
P81,201310,466
P81,201311,410
P81,201312,477
P81,201401,409
P81,201402,317
P81,201403,336
P81,201404,270
P81,201405,413
P81,201406,356
P81,201407,394
P81,201408,399
P81,201409,385
P81,201410,378
P81,201411,333
P81,201412,355
P81,201501,347
P81,201502,302
P81,201503,244
P81,201504,205
P81,201505,231
P81,201506,237
P81,201507,224
P81,201508,207
P81,201509,150
P81,201510,106
P81,201511,102
P81,201512,136
P81,201601,29
P81,201602,68
P81,201603,94
P81,201604,74
P81,201605,71
P81,201606,17
P81,201610,19
P81,201611,46
P81,201612,50
P81,201701,44
P81,201702,50
P81,201703,3
P81,201711,11
P81,201712,63
P81,201801,60
P81,201802,18
P81,201904,9
P81,201905,8
P81,201907,10
P81,201908,3
P81,201910,23
P81,201911,25
P81,201912,24
P81,202001,31
P81,202002,30
P81,202003,84
P81,202004,50
P83,200502,1
P83,200503,4
P83,200504,9
P83,200505,29
P83,200506,53
P83,200507,47
P83,200508,58
P83,200509,126
P83,200510,148
P83,200511,148
P83,200512,132
P83,200601,199
P83,200602,92
P83,200603,131
P83,200604,211
P83,200605,278
P83,200606,280
P83,200607,218
P83,200608,232
P83,200609,189
P83,200610,257
P83,200611,323
P83,200612,241
P83,200701,311
P83,200702,333
P83,200703,467
P83,200704,432
P83,200705,492
P83,200706,492
P83,200707,516
P83,200708,525
P83,200709,522
P83,200710,551
P83,200711,481
P83,200712,331
P83,200801,425
P83,200802,283
P83,200803,420
P83,200804,404
P83,200805,484
P83,200806,374
P83,200807,551
P83,200808,569
P83,200809,513
P83,200810,504
P83,200811,86
P83,200812,438
P83,200901,411
P83,200902,304
P83,200903,430
P83,200904,466
P83,200905,263
P83,200906,327
P83,200907,315
P83,200908,387
P83,200909,311
P83,200910,386
P83,200911,401
P83,200912,444
P83,201001,519
P83,201002,424
P83,201003,480
P83,201004,472
P83,201005,511
P83,201006,418
P83,201007,413
P83,201008,572
P83,201009,568
P83,201010,569
P83,201011,498
P83,201012,496
P83,201101,465
P83,201102,408
P83,201103,538
P83,201104,412
P83,201105,540
P83,201106,548
P83,201107,548
P83,201108,500
P83,201109,515
P83,201110,414
P83,201111,485
P83,201112,580
P83,201201,584
P83,201202,350
P83,201203,305
P83,201204,511
P83,201205,606
P83,201206,574
P83,201207,601
P83,201208,521
P83,201209,452
P83,201210,536
P83,201211,386
P83,201212,488
P83,201301,520
P83,201302,474
P83,201303,375
P83,201304,469
P83,201305,483
P83,201306,532
P83,201307,501
P83,201308,463
P83,201309,441
P83,201310,487
P83,201311,434
P83,201312,429
P83,201401,422
P83,201402,387
P83,201403,386
P83,201404,458
P83,201405,352
P83,201406,341
P83,201407,442
P83,201408,388
P83,201409,396
P83,201410,390
P83,201411,320
P83,201412,297
P83,201501,278
P83,201502,265
P83,201503,253
P83,201504,245
P83,201505,257
P83,201506,162
P83,201507,163
P83,201508,148
P83,201509,167
P83,201510,89
P83,201511,85
P83,201512,118
P83,201601,24
P83,201602,29
P83,201603,47
P83,201907,9
P83,201908,6
P83,201910,23
P83,201911,47
P83,201912,40
P83,202001,29
P83,202002,32
P83,202003,67
P83,202004,31
P85,200505,11
P85,200506,12
P85,200507,25
P85,200508,7
P85,200509,41
P85,200510,82
P85,200511,79
P85,200512,126
P85,200601,193
P85,200602,196
P85,200603,204
P85,200604,226
P85,200605,252
P85,200606,265
P85,200607,217
P85,200608,293
P85,200609,223
P85,200610,341
P85,200611,307
P85,200612,282
P85,200701,380
P85,200702,385
P85,200703,459
P85,200704,503
P85,200705,547
P85,200706,461
P85,200707,510
P85,200708,568
P85,200709,548
P85,200710,630
P85,200711,595
P85,200712,482
P85,200801,494
P85,200802,271
P85,200803,446
P85,200804,418
P85,200805,480
P85,200806,426
P85,200807,554
P85,200808,585
P85,200809,559
P85,200810,454
P85,200811,125
P85,200812,447
P85,200901,419
P85,200902,330
P85,200903,455
P85,200904,436
P85,200905,236
P85,200906,324
P85,200907,354
P85,200908,412
P85,200909,332
P85,200910,398
P85,200911,390
P85,200912,423
P85,201001,503
P85,201002,471
P85,201003,559
P85,201004,588
P85,201005,483
P85,201006,476
P85,201007,445
P85,201008,654
P85,201009,619
P85,201010,556
P85,201011,471
P85,201012,516
P85,201101,576
P85,201102,405
P85,201103,509
P85,201104,309
P85,201105,512
P85,201106,508
P85,201107,612
P85,201108,488
P85,201109,532
P85,201110,476
P85,201111,466
P85,201112,589
P85,201201,622
P85,201202,511
P85,201203,432
P85,201204,515
P85,201205,602
P85,201206,487
P85,201207,615
P85,201208,473
P85,201209,461
P85,201210,402
P85,201211,471
P85,201212,341
P85,201301,509
P85,201302,518
P85,201303,470
P85,201304,482
P85,201305,503
P85,201306,503
P85,201307,463
P85,201308,420
P85,201309,395
P85,201310,478
P85,201311,419
P85,201312,427
P85,201401,424
P85,201402,347
P85,201403,383
P85,201404,409
P85,201405,399
P85,201406,311
P85,201407,292
P85,201408,247
P85,201409,299
P85,201410,236
P85,201411,288
P85,201412,275
P85,201501,186
P85,201502,151
P85,201503,196
P85,201504,146
P85,201505,134
P85,201506,153
P85,201507,111
P85,201508,145
P85,201509,95
P85,201510,86
P85,201511,81
P85,201512,83
P85,201601,23
P85,201602,50
P85,201603,43
P85,201604,35
P85,201907,3
P85,201908,11
P85,201910,6
P85,201911,1
P85,201912,3
P85,202001,4
P85,202002,11
P85,202003,37
P85,202004,34
P87,200506,4
P87,200507,16
P87,200508,2
P87,200509,6
P87,200510,15
P87,200511,34
P87,200512,78
P87,200601,101
P87,200602,157
P87,200603,263
P87,200604,175
P87,200605,203
P87,200606,210
P87,200607,244
P87,200608,303
P87,200609,198
P87,200610,319
P87,200611,321
P87,200612,256
P87,200701,308
P87,200702,358
P87,200703,384
P87,200704,494
P87,200705,458
P87,200706,487
P87,200707,489
P87,200708,587
P87,200709,568
P87,200710,659
P87,200711,637
P87,200712,323
P87,200801,340
P87,200802,203
P87,200803,305
P87,200804,441
P87,200805,383
P87,200806,477
P87,200807,545
P87,200808,593
P87,200809,597
P87,200810,548
P87,200811,133
P87,200812,447
P87,200901,403
P87,200902,365
P87,200903,463
P87,200904,466
P87,200905,247
P87,200906,295
P87,200907,331
P87,200908,365
P87,200909,316
P87,200910,415
P87,200911,424
P87,200912,445
P87,201001,466
P87,201002,420
P87,201003,520
P87,201004,548
P87,201005,473
P87,201006,499
P87,201007,454
P87,201008,615
P87,201009,654
P87,201010,585
P87,201011,468
P87,201012,555
P87,201101,570
P87,201102,428
P87,201103,583
P87,201104,369
P87,201105,534
P87,201106,553
P87,201107,558
P87,201108,491
P87,201109,519
P87,201110,428
P87,201111,541
P87,201112,513
P87,201201,493
P87,201202,435
P87,201203,293
P87,201204,363
P87,201205,519
P87,201206,315
P87,201207,433
P87,201208,371
P87,201209,453
P87,201210,335
P87,201211,346
P87,201212,277
P87,201301,437
P87,201302,387
P87,201303,349
P87,201304,362
P87,201305,443
P87,201306,437
P87,201307,399
P87,201308,341
P87,201309,333
P87,201310,384
P87,201311,311
P87,201312,331
P87,201401,385
P87,201402,237
P87,201403,264
P87,201404,358
P87,201405,299
P87,201406,197
P87,201407,301
P87,201408,223
P87,201409,175
P87,201410,226
P87,201411,228
P87,201412,187
P87,201501,173
P87,201502,84
P87,201503,139
P87,201504,94
P87,201505,19
P87,201908,6
P87,201909,8
P87,201910,5
P87,201911,5
P87,202001,6
P87,202002,4
P87,202003,42
P87,202004,33
P91,200509,3
P91,200510,6
P91,200511,10
P91,200512,47
P91,200601,78
P91,200602,107
P91,200603,235
P91,200604,217
P91,200605,189
P91,200606,192
P91,200607,218
P91,200608,191
P91,200609,153
P91,200610,248
P91,200611,289
P91,200612,289
P91,200701,267
P91,200702,290
P91,200703,290
P91,200704,438
P91,200705,391
P91,200706,434
P91,200707,476
P91,200708,595
P91,200709,554
P91,200710,548
P91,200711,623
P91,200712,306
P91,200801,350
P91,200802,205
P91,200803,320
P91,200804,378
P91,200805,350
P91,200806,375
P91,200807,605
P91,200808,635
P91,200809,625
P91,200810,621
P91,200811,151
P91,200812,515
P91,200901,510
P91,200902,348
P91,200903,471
P91,200904,526
P91,200905,284
P91,200906,398
P91,200907,422
P91,200908,419
P91,200909,392
P91,200910,421
P91,200911,414
P91,200912,469
P91,201001,544
P91,201002,458
P91,201003,595
P91,201004,569
P91,201005,540
P91,201006,609
P91,201007,531
P91,201008,686
P91,201009,613
P91,201010,566
P91,201011,453
P91,201012,414
P91,201101,499
P91,201102,357
P91,201103,437
P91,201104,345
P91,201105,431
P91,201106,414
P91,201107,539
P91,201108,336
P91,201109,376
P91,201110,343
P91,201111,391
P91,201112,460
P91,201201,461
P91,201202,291
P91,201203,334
P91,201204,396
P91,201205,387
P91,201206,356
P91,201207,489
P91,201208,202
P91,201209,257
P91,201210,315
P91,201211,310
P91,201212,110
P91,201301,349
P91,201302,301
P91,201303,245
P91,201304,328
P91,201305,361
P91,201306,315
P91,201307,285
P91,201308,242
P91,201309,256
P91,201310,285
P91,201311,256
P91,201312,276
P91,201401,202
P91,201402,126
P91,201403,136
P91,201404,188
P91,201405,159
P91,201406,157
P91,201407,43
P91,201908,1
P91,201909,9
P91,201910,7
P91,201911,6
P91,201912,2
P91,202001,3
P91,202002,37
P91,202003,79
P91,202004,38
P93,200508,3
P93,200509,1
P93,200511,5
P93,200512,16
P93,200601,53
P93,200602,90
P93,200603,174
P93,200604,193
P93,200605,153
P93,200606,147
P93,200607,180
P93,200608,185
P93,200609,139
P93,200610,248
P93,200611,295
P93,200612,206
P93,200701,279
P93,200702,366
P93,200703,331
P93,200704,393
P93,200705,437
P93,200706,441
P93,200707,448
P93,200708,550
P93,200709,489
P93,200710,527
P93,200711,558
P93,200712,347
P93,200801,343
P93,200802,247
P93,200803,342
P93,200804,351
P93,200805,393
P93,200806,444
P93,200807,731
P93,200808,663
P93,200809,646
P93,200810,694
P93,200811,139
P93,200812,526
P93,200901,519
P93,200902,378
P93,200903,536
P93,200904,563
P93,200905,330
P93,200906,405
P93,200907,368
P93,200908,450
P93,200909,380
P93,200910,447
P93,200911,464
P93,200912,548
P93,201001,623
P93,201002,588
P93,201003,605
P93,201004,581
P93,201005,574
P93,201006,564
P93,201007,497
P93,201008,618
P93,201009,687
P93,201010,562
P93,201011,437
P93,201012,411
P93,201101,437
P93,201102,252
P93,201103,318
P93,201104,361
P93,201105,435
P93,201106,436
P93,201107,469
P93,201108,372
P93,201109,312
P93,201110,283
P93,201111,369
P93,201112,390
P93,201201,416
P93,201202,243
P93,201203,309
P93,201204,352
P93,201205,267
P93,201206,403
P93,201207,368
P93,201208,232
P93,201209,263
P93,201210,212
P93,201211,261
P93,201212,77
P93,201301,275
P93,201302,245
P93,201303,223
P93,201304,266
P93,201305,261
P93,201306,230
P93,201307,219
P93,201308,189
P93,201309,187
P93,201310,99
P93,201311,4
P93,201312,2
P93,201401,1
P93,201404,126
P93,201405,100
P93,201406,101
P93,201407,40
P93,201909,7
P93,201910,5
P93,201911,6
P93,202001,4
P93,202002,12
P93,202003,39
P93,202004,30
